id,name,network_wikidata_uri,operator_wikidata_uri,city_wikidata_uri,address,totalDocks,availableDocks,latitude,longitude
260,260 - Ciudad Universitaria - Fac. de Biología,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Facultad de Biología,",24,20,40.448332,-3.727295
261,261 - Ciudad Universitaria - Facultad Derecho,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida Complutense, 21 ,",23,23,40.450552,-3.729676
384,384 - Metro Usera,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Amparo Usera, 46 ,",23,22,40.387075,-3.706145
388,388 - Estación tren - Hospital 12 de Octubre,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Doctor Tolosa Latour, 7 ,",23,13,40.37838,-3.700415
385,385 - Estación de tren Orcasitas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Campotejar , 25,",23,12,40.367211,-3.703887
387,"387 - Isabelita Usera, 44",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Isabelita Usera, 44 ,",23,10,40.382723,-3.70774
383,383 - Metro San Fermín-Orcasur,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida de la Perla, 35,",23,20,40.370002,-3.69397
386,"386 - Avenida de los Poblados, 130",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida de los Poblados, 130,",23,11,40.373474,-3.713315
476,476 - Metro Avenida de la Paz,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida Ramon y Cajal, 101,",23,2,40.453493,-3.662016
477,477 - Metro Ciudad Lineal,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de los Misterios, 2 ,",23,4,40.438278,-3.638904
478,478 - José del Hierro - Misterios,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle José del Hierro esquina con Arturo Soria ,",23,1,40.441521,-3.641057
479,479 - Metro Arturo Soria,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Angel Muñoz, 1,",27,15,40.454784,-3.655837
480,480 - Vicente Muzas - Arturo Soria,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Vicente Muzas, 13 ,",23,8,40.459033,-3.660443
481,481 - Diego Ayllón - Arturo Soria,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Diego Ayllon, 2,",23,4,40.451179,-3.652191
554,554 - Metro El Capricho,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Velero, 16 ,Comunidad de Madrid España",27,2,40.453,-3.5941
284,"284 - Avenida de Burgos, 17",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avda. de Burgos, 17 ,",23,8,40.473594,-3.67579
482,482 - Metro Pueblo Nuevo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Campuzano, 1,",23,3,40.435687,-3.642339
483,483 - Marcelino Álvarez - Daroca,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Marcelino Álvarez, 31 ,",23,10,40.429743,-3.653432
484,484 - Metro García Noblejas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Luis Campos, 3,",23,18,40.428931,-3.632389
523,523 - Carretera de Canillas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle carretera de canillas, 17 ,",23,11,40.46287,-3.650893
285,285 - Santa María Magdalena - La Drácena,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Santa María Magdalena, 15 ,",23,19,40.4631,-3.6706
286,286 - Plaza Duque de Pastrana,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Plaza Duque de Pastrana, 2 ,",23,7,40.4679,-3.6779
287,287 - Metro Bambú,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de la Yuca, 1,",23,12,40.4765,-3.6762
288,288 - Caídos de la División Azul,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Caídos de la División Azul, 28 ,",23,18,40.4664,-3.6723
524,524 - Glorieta Luis Rosales,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Glorieta de Luís Rosales (esquina con López De Hoyos) ,",23,9,40.4673,-3.6543
460,460 - Fuente Carrantona - Doctor García Tapia,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Fuente Carrantona , 33,",27,4,40.407022,-3.631923
455,"455 - Luis de Hoyos Sainz,  198",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Luis de Hoyos Sainz, 198,",23,6,40.400094,-3.629275
456,"456 - Encomienda de Palacios, 8",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Encomienda de Palacios, 8,",23,4,40.4005,-3.6464
416,416 - Ramírez Tomé,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Ramirez Tomé, 33 ,",27,2,40.388756,-3.645974
417,"417 - Romeo y Julieta, 12",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Romeo y Julieta, 12 ,",27,10,40.378738,-3.662176
418,418 - Puerto de Arlabán - San Diego,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Puerto de Arlabán, 83 ,",27,3,40.3864,-3.6675
496,496 - Cronos,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Cronos, 57 ,",27,26,40.438469,-3.619433
501,501 - Metro Alsacia,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Hermanos García Noblejas, 137 ,",23,8,40.4191,-3.6242
498,498 - Metro Torre Arias,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Alcalá, 546,",27,12,40.443134,-3.617832
499,499 - Biblioteca Pública Municipal Canillejas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Alcala, 590,",23,1,40.446656,-3.6122
500,"500 - Aracne, 17",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Aracne, 17,",27,2,40.445,-3.5895
497,497 - Metro Suances,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Alcalá, 506,",23,22,40.4407,-3.6274
265,265 - Puerto Serrano - Embajadores,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Puerto Serrano, 1 enfrente del nº 6 ,",23,2,40.385412,-3.688461
351,351 - Comandante Fontanes - General Ricardos,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Comandante Fontanés, 1 ,",23,5,40.395142,-3.721121
350,350 - Ervigio - Amalarico,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Ervigio, 22 ,",23,9,40.3947,-3.7315
389,389 - Julio Merino - Pilarica,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Julio Merino, 5 ,",23,6,40.3831,-3.7032
390,390 - Avena - Mijo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle avena, 10 ,",23,15,40.3773,-3.7159
556,"556 - Cantabria, 6",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida de Cantabria, 6,",24,11,40.454625,-3.587722
555,555 - Parque del Capricho,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Alameda de Osuna, 48,",27,13,40.454768,-3.598122
485,485 - Francisco Villaespesa - Ledesma,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Francisco Villaespesa, 37 ,",23,8,40.429326,-3.646463
570,570 - Uni. Autónoma Madrid - Facul. Medicina,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Arzobispo Morcillo, 6,",27,9,40.4815,-3.6938
295,295 - Hernani - Edgar Neville,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Hernani, 59 ,",23,23,40.4481,-3.6972
296,296 - Costa Verde,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de la Costa Verde, 25-23 ,",23,8,40.469477,-3.696862
297,297 - Simancas - Pinos Alta,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Simancas, 2,",23,2,40.4655,-3.695113
323,323 - Centro Deportivo Municipal Gallur,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Gallur, 5,",23,2,40.3984,-3.7359
324,324 - Metro Lucero,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de las Higueras, 49,",23,17,40.404571,-3.745096
457,"457 - Hacienda de Pavones, 148",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Hacienda de Pavones, 148,",23,5,40.4026,-3.6419
432,432 - Maquinilla - Tranvía Blanco,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de la Maquinilla, 8-10 ,",24,17,40.380781,-3.636484
298,298 - Marques de Viana - Bellver,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Marqués de Viana, 85 ,",19,0,40.463643,-3.704478
437,437 - Metro Sierra de Guadalupe,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Sierra de Guadalupe, 11 ,",27,4,40.381352,-3.623765
358,358 - Verdad,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de la Verdad, 29,",23,18,40.391787,-3.71716
352,352 - Algorta  - General Ricardos,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Algorta, 2,",23,14,40.391623,-3.727452
492,492 - Metro La Almudena,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Fernando Gabriel, 2 ,",24,1,40.424664,-3.639499
322,322 - Ps. Jesuitas - Mercado Alto Extremadura,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de los Jesuitas, 69 ,",27,2,40.408,-3.7351
392,392 - Metro Almendrales,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida Córdoba, enfrente nº 21 ,",23,21,40.38268,-3.697856
420,"420 - Candilejas, 5",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Candilejas, 5 ,",23,19,40.382636,-3.663004
419,419 - Estación de tren de El Pozo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Puerto de Balbarán, 10,",27,17,40.376237,-3.655868
439,439 - Cabeza Mesada - Parque de Valdeperdices,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Cabeza de Mesada, 5,",27,15,40.376479,-3.629413
398,398 - Orovilla - Felicidad,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida de Orovilla, 53,",27,23,40.3587,-3.6895
569,569 - C. Deportivo Mpal. Vicente del Bosque,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida Monforte de Lemos, 13 ,",23,16,40.4795,-3.6965
571,571 - Melchor Fernández Almagro - Plaza Tuy,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Melchor Fernandez Almagro, 80,",23,16,40.475648,-3.710326
304,"304 - Valle de Mena, 5",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Valle de Mena, 5,",23,2,40.469627,-3.715272
268,268 - Metro Arganzuela-Planetario,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle del Cobre, 6 ,",23,17,40.393383,-3.689031
305,305 - Intercambiador de Príncipe Pío B,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de la Florida, 37,",23,10,40.422761,-3.723178
306,306 - Centro Deportivo Mpal Fernando Martín,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida Del Santo Ángel de la Guarda, 6 ,",23,2,40.461796,-3.712197
486,486 - Serrano Galvache - Arturo Soria,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Serrano Galvache 1,",23,18,40.471382,-3.667938
502,502 - Puertollano - Veinticinco de Septiembre,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de Puertollano, 4-2 ,",23,18,40.442516,-3.623737
462,462 - Gallegos - Lavadero Viejo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Gallegos 27,",27,16,40.402404,-3.610275
421,421 - Arroyo del Olivar - Buenos Aires,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Arroyo del Olivar, 63,",24,2,40.388435,-3.653269
487,487 - Manuel Uribe - Arturo Soria,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Manuel Uribe, 1,",23,9,40.464341,-3.665034
422,"422 - Travesia de Palomeras, 7",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"422 - Travesia de Palomeras, 7,",24,1,40.39017,-3.670518
423,423 - Estación de tren Asamblea de Madrid,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida de Entrevias, 56,",24,11,40.381388,-3.66855
424,"424 - Camino de Valderribas, 47",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Camino de Valderribas, 47,",24,17,40.400223,-3.663958
425,425 - Ramón Perez Ayala - Pque. Cerro Tío Pío,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Ramón Pérez de Ayala, 45 ,",24,5,40.400035,-3.65381
426,426 - Humanes - Benjamín Palencia,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Humanes, 3,",24,18,40.395212,-3.649327
427,"427 - Andaluces, 2",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de los Andaluces, 2,",24,13,40.391424,-3.641483
428,428 - Estadio de Vallecas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida La Albufera, 136 ,",24,12,40.3919,-3.6571
393,"393 - Manuel Noya , 29",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Manuel Noya, 29 ,",24,18,40.385379,-3.711798
489,489 - Serrano Galvache - Yerma,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Serrano Galvache, 56,",24,17,40.476753,-3.671445
490,490 - Hnos.García Noblejas-FcoLargo Caballero,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Hermanos García Nobleza (esquina Plaza del Reloj Solar) ,",24,8,40.424275,-3.628881
488,"488 - Ricardo Ortiz, 33",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Ricardo Ortiz, 33,",24,6,40.42657,-3.657964
525,525 - Metro Manoteras,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Bacares, 20 ,",24,10,40.476755,-3.66269
504,504 - Biblioteca Pública Municipal San Blas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de San Roman del Valle, 20,",24,8,40.423099,-3.623467
503,503 - Zaldívar - Valdecanillas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Zaldivar, 19 ,",24,21,40.43209,-3.626504
404,404 - Junta Municipal Distrito de Villaverde,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Arroyo Bueno, 53 ,",27,4,40.349111,-3.710985
353,"353 - Mercedes Arteaga, 21",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Mercedes Arteaga, 21,",24,12,40.392516,-3.722218
355,355 - Intercambiador de Plaza Elíptica,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle de la Vía, 56 ,",24,11,40.385464,-3.718234
326,326 - Metro Alto de Extremadura,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Francisco Tejada, 1 ,",24,13,40.40938,-3.739616
327,"327 - El Greco, 27 - C. Cultural El Greco",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle El Greco, 27 ,",24,4,40.407412,-3.747262
458,458 - Metro Vinateros,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle del Arroyo Belincoso, 26,",24,8,40.409911,-3.652566
459,459 - Moratalaz,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida Moratalaz, 33 ,",24,10,40.407506,-3.660003
461,461 - Plaza Corregidor Ldo. Antonio de Mena,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Corregidor licenciado Antonio de Mena, sn,",24,11,40.4099,-3.6408
356,356 - Portalegre - Tinamús,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Portalegre, 9 ,",24,22,40.389377,-3.723648
572,572 - Junta Mpal. Dtto. Fuencarral - El Pardo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Avenida Monforte de Lemos, 123,",24,14,40.478104,-3.709973
573,573 - Melchor Fernández Almagro - Villa Marín,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Melchor Fernandez Almagro, 16,",24,8,40.477728,-3.699626
575,575 - Metro Barrio del Pilar,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Ginzo de Limia, 36,",24,10,40.47817,-3.703526
574,574 - Chantada,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Chantada, 14,",24,8,40.472695,-3.710678
440,440 - Metro Villa de Vallecas,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Paseo de Federico García Lorca, 2 ,",18,15,40.379503,-3.621447
507,507 - Seis - Sexta,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Seis (esquina con Avenida Quinta),",24,2,40.44845,-3.596503
299,299 - Rosario Pino - Joan Maragall,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Rosario Pino, 17 ,",24,5,40.46205,-3.691932
300,300 - Capitan Blanco Argibay - Alfalfa,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Capitan Blanco Argibay, 112 ,",24,1,40.466743,-3.703188
301,301 - Muller - Capitan Blanco Argibay,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Muller, 34 ,",24,1,40.465182,-3.698376
396,"396 - Gran Avenida, 27",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Gran Avenida, 27,",24,16,40.369977,-3.707606
394,"394 - Periana, 24",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Periana, 24 ,",24,0,40.366723,-3.687658
397,397 - Centro Deportivo Municipal Orcasur,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Moreja, 30 ,",24,21,40.368093,-3.69838
399,399 - Bohemios - Gigantes y Cabezudos,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Bohemios, 1 ,",24,10,40.356536,-3.693901
430,430 - Torremolinos - Rafael Alberti,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Torremolinos, 1 ,",24,9,40.385009,-3.64179
269,"269 - Ariel, 7 - Parque Enrique Tierno Galván",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Ariel, 11 ,",24,10,40.393024,-3.679702
491,491 - Esteban Collantes - José Arcones Gil,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Esteban Collantes 63,",24,16,40.432883,-3.637663
527,527 - Velacho Alto - Trinquete,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Velacho Alto, 4-16 ,",24,6,40.472503,-3.659269
526,526 - Plaza del Liceo,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Plaza del Liceo (esquina con Calle Silvano) ,",24,6,40.457544,-3.644419
431,"431 - Puerto Canfranc, 18",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Estación de Canfrac, 18 ,",24,13,40.3969,-3.6634
429,429 - Carlos M. Alvarez - Javier de Miguel,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Carlos Martín Álvarez, 38 ,",23,9,40.3895,-3.6635
357,357 - Sorbe - Baleares,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle del Sorbe , 20,",24,9,40.38987,-3.713209
270,270 - Teresa L. Valcárcel - Tte. Cnel. Noreña,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Teresa López Valcarcel (esquina calle Teniente Coronel Noreña),",24,9,40.388629,-3.693288
493,493 - Arturo Soria - San Luis,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Arturo Soria (esquina con calle Jazmín),",23,10,40.476367,-3.668417
433,"433 - Villalobos, 28",http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Villalobos, 28 ,",24,14,40.381617,-3.65076
436,436 - Campus Sur UPM,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Alan Turing, 2 ,",23,17,40.390167,-3.627137
434,434 - Charleroi - Cocherón de la Villa,http://www.wikidata.org/entity/Q17402113,http://www.wikidata.org/entity/Q1094755,http://www.wikidata.org/entity/Q2807,"Calle Charleroi, 1 ,",24,10,40.381917,-3.632194
